age,education-num,sex,capital-gain,hours-per-week,salary
31,9, Male,0,40, <=50K
21,9, Male,0,37, <=50K
67,6, Male,0,16, <=50K
41,9, Male,0,40, >50K
27,13, Female,0,36, <=50K
51,8, Male,0,50, <=50K
21,7, Female,0,40, <=50K
28,9, Male,0,46, <=50K
21,10, Male,0,40, <=50K
28,11, Male,0,40, >50K
29,9, Male,0,35, <=50K
39,9, Male,0,70, <=50K
21,13, Male,0,40, <=50K
43,11, Male,0,40, <=50K
44,9, Male,14344,40, >50K
28,7, Male,0,50, <=50K
31,5, Male,0,43, >50K
18,9, Male,0,30, <=50K
27,10, Female,0,45, <=50K
34,10, Male,0,40, <=50K
25,9, Male,0,40, <=50K
34,13, Male,0,40, <=50K
43,9, Male,7688,40, >50K
40,14, Male,0,50, <=50K
21,9, Female,0,35, <=50K
25,10, Female,0,25, <=50K
21,9, Female,0,40, <=50K
19,10, Male,0,30, <=50K
49,12, Male,0,40, >50K
20,10, Male,0,20, <=50K
36,7, Male,0,47, <=50K
32,10, Female,0,40, <=50K
23,10, Male,0,32, <=50K
21,10, Male,0,10, <=50K
25,13, Male,0,40, <=50K
26,3, Male,0,40, <=50K
24,13, Female,0,40, <=50K
22,10, Female,0,20, <=50K
26,9, Female,0,40, <=50K
22,5, Male,0,40, <=50K
41,13, Male,0,40, >50K
18,9, Female,0,40, <=50K
24,13, Male,0,40, <=50K
38,9, Male,0,48, <=50K
36,13, Female,0,17, <=50K
45,14, Female,0,55, <=50K
38,10, Male,0,40, >50K
38,9, Male,0,50, >50K
34,9, Male,0,40, <=50K
53,12, Male,0,40, <=50K
32,11, Female,0,40, >50K
17,7, Female,0,30, <=50K
45,13, Male,7298,40, >50K
31,9, Male,0,48, <=50K
47,16, Male,0,45, <=50K
27,9, Male,0,50, <=50K
61,10, Female,0,30, <=50K
33,9, Male,0,40, <=50K
67,9, Female,0,40, <=50K
38,13, Male,0,40, <=50K
25,9, Female,0,40, <=50K
33,3, Female,0,40, <=50K
27,9, Female,0,40, <=50K
45,9, Male,0,60, >50K
24,13, Female,0,40, <=50K
23,11, Male,0,40, <=50K
48,10, Female,0,40, <=50K
61,10, Male,0,40, >50K
22,9, Female,0,20, <=50K
34,11, Female,0,40, <=50K
32,9, Male,5178,40, >50K
35,10, Female,0,50, <=50K
36,6, Male,0,40, <=50K
24,9, Male,0,40, <=50K
60,5, Male,0,40, <=50K
28,13, Female,0,43, <=50K
64,9, Male,0,20, <=50K
22,9, Female,0,35, <=50K
27,3, Female,0,65, <=50K
36,10, Male,0,60, <=50K
27,9, Female,0,30, <=50K
52,10, Female,0,40, <=50K
57,9, Male,0,45, <=50K
23,10, Male,0,24, <=50K
29,9, Male,0,40, <=50K
34,9, Male,0,80, <=50K
38,9, Female,0,30, <=50K
50,9, Male,0,84, >50K
50,7, Male,0,40, <=50K
51,13, Female,0,40, >50K
17,6, Male,0,40, <=50K
25,7, Female,0,40, <=50K
19,9, Male,0,40, <=50K
43,9, Male,0,40, <=50K
59,10, Male,14084,60, >50K
39,14, Male,6849,40, <=50K
18,5, Male,0,40, <=50K
27,14, Female,0,40, <=50K
39,11, Male,0,60, <=50K
44,13, Male,0,40, >50K
19,9, Female,0,35, <=50K
32,9, Male,0,40, <=50K
48,9, Male,0,40, >50K
46,12, Male,0,50, <=50K
65,7, Female,0,20, <=50K
57,13, Male,0,45, >50K
48,9, Female,0,32, <=50K
46,4, Male,0,40, <=50K
27,6, Male,0,40, <=50K
29,10, Male,0,40, >50K
21,9, Female,0,25, <=50K
20,10, Female,0,12, <=50K
51,9, Male,0,40, <=50K
35,10, Male,0,40, <=50K
29,9, Male,0,70, <=50K
30,10, Male,15024,40, >50K
65,9, Female,0,15, <=50K
20,9, Female,0,35, <=50K
47,10, Male,0,40, <=50K
41,9, Male,2174,40, <=50K
17,5, Female,0,16, <=50K
38,3, Male,0,40, <=50K
38,14, Male,0,40, >50K
39,9, Female,0,4, <=50K
24,9, Female,0,38, <=50K
52,6, Male,0,41, <=50K
46,10, Male,0,58, >50K
22,13, Female,0,30, <=50K
56,14, Male,0,50, <=50K
37,7, Female,0,30, <=50K
59,13, Male,0,55, >50K
19,7, Male,0,55, <=50K
31,5, Male,0,45, <=50K
22,10, Male,0,20, <=50K
48,16, Female,0,60, >50K
63,13, Male,0,60, <=50K
33,9, Male,7298,45, >50K
53,9, Male,0,10, <=50K
38,11, Male,0,40, >50K
39,12, Male,0,24, <=50K
59,15, Male,0,50, <=50K
45,9, Male,0,40, <=50K
39,10, Female,0,45, <=50K
60,9, Female,0,35, <=50K
38,13, Female,0,56, <=50K
31,9, Male,0,40, <=50K
61,13, Male,0,50, >50K
66,13, Male,0,24, <=50K
26,13, Male,0,20, <=50K
60,15, Male,0,80, >50K
68,4, Female,0,15, <=50K
32,10, Male,0,60, <=50K
25,13, Female,0,20, <=50K
43,9, Male,0,40, <=50K
26,13, Male,0,44, <=50K
55,14, Male,99999,55, >50K
66,6, Female,0,11, <=50K
31,9, Male,0,40, <=50K
35,3, Male,0,50, <=50K
58,15, Male,27828,40, >50K
56,14, Male,0,40, >50K
22,10, Male,0,16, <=50K
46,13, Male,0,40, >50K
33,10, Female,0,35, <=50K
26,14, Male,0,30, <=50K
42,13, Male,0,50, <=50K
45,9, Female,0,40, <=50K
43,10, Female,0,6, <=50K
19,7, Male,0,20, <=50K
27,13, Female,0,99, <=50K
51,9, Male,7688,40, >50K
42,9, Male,0,40, <=50K
43,10, Male,7298,50, >50K
38,13, Male,0,45, >50K
44,9, Female,0,40, <=50K
36,9, Male,0,64, >50K
37,9, Female,0,60, <=50K
29,13, Male,0,50, >50K
53,9, Female,0,40, <=50K
42,13, Male,0,45, <=50K
80,10, Female,0,20, <=50K
61,7, Male,0,40, <=50K
55,10, Male,5013,52, <=50K
20,10, Female,0,25, <=50K
23,9, Male,0,40, <=50K
48,10, Male,0,40, >50K
24,13, Female,0,50, <=50K
71,9, Male,0,40, <=50K
49,7, Female,0,6, <=50K
39,9, Male,0,50, <=50K
22,13, Female,0,25, <=50K
67,13, Female,0,40, <=50K
18,9, Female,0,25, <=50K
38,13, Male,0,54, >50K
38,4, Male,0,45, <=50K
50,9, Female,0,40, <=50K
56,12, Female,0,40, <=50K
23,10, Female,0,20, <=50K
26,10, Male,0,40, <=50K
32,9, Male,0,40, <=50K
44,13, Male,10520,40, >50K
27,9, Female,0,40, <=50K
40,10, Male,7298,40, >50K
43,12, Male,0,60, <=50K
31,10, Male,0,35, >50K
57,10, Male,0,40, >50K
25,13, Male,0,35, <=50K
22,11, Female,0,36, <=50K
20,11, Female,0,35, <=50K
27,9, Female,3464,40, <=50K
39,10, Female,0,40, <=50K
27,14, Male,0,40, <=50K
41,9, Male,0,40, <=50K
31,13, Male,0,45, <=50K
41,12, Male,0,20, <=50K
25,13, Male,0,40, <=50K
29,12, Male,0,40, >50K
22,9, Male,0,50, <=50K
62,4, Male,0,91, <=50K
29,9, Female,0,40, <=50K
44,10, Female,0,70, >50K
32,13, Female,0,2, <=50K
19,9, Female,0,40, <=50K
20,11, Female,0,40, <=50K
65,10, Male,0,40, >50K
24,9, Female,0,36, <=50K
37,14, Male,0,50, >50K
43,9, Female,0,40, <=50K
38,13, Female,0,60, >50K
28,12, Female,0,35, <=50K
33,9, Male,4416,40, <=50K
32,9, Female,0,40, >50K
38,14, Male,0,45, >50K
33,10, Female,0,40, <=50K
42,13, Male,0,60, >50K
27,9, Male,0,40, <=50K
41,9, Male,0,40, <=50K
47,14, Male,0,60, >50K
55,7, Male,0,45, <=50K
30,10, Male,0,8, <=50K
54,10, Female,0,50, <=50K
40,13, Male,0,40, >50K
21,9, Female,0,40, <=50K
34,13, Female,0,25, <=50K
30,13, Male,0,40, >50K
31,10, Female,0,45, <=50K
22,9, Male,0,37, <=50K
37,9, Male,0,40, >50K
41,5, Female,0,40, <=50K
52,14, Female,0,40, <=50K
57,10, Male,0,40, <=50K
48,10, Female,0,48, <=50K
58,9, Male,0,40, >50K
35,5, Male,0,50, <=50K
40,9, Female,0,45, <=50K
30,9, Female,0,25, <=50K
26,9, Male,0,40, <=50K
46,9, Male,0,60, <=50K
26,10, Male,0,40, <=50K
50,13, Female,0,40, <=50K
22,9, Male,0,50, >50K
36,14, Female,0,40, <=50K
30,9, Male,0,52, >50K
58,12, Male,0,50, >50K
17,7, Male,0,40, <=50K
72,11, Female,6723,25, <=50K
19,9, Female,0,40, <=50K
29,4, Female,0,40, <=50K
20,9, Female,0,25, <=50K
30,10, Male,0,40, <=50K
47,10, Female,0,45, <=50K
51,10, Male,0,45, >50K
26,6, Male,0,40, <=50K
24,10, Male,0,42, <=50K
44,14, Male,0,24, <=50K
43,9, Male,0,50, >50K
35,13, Male,0,50, <=50K
51,9, Male,7298,50, >50K
41,9, Male,0,40, >50K
38,10, Female,0,40, <=50K
39,9, Female,3464,20, <=50K
54,6, Female,0,43, <=50K
62,9, Male,0,40, <=50K
45,16, Male,0,60, <=50K
30,9, Female,0,35, <=50K
32,9, Male,0,40, <=50K
23,9, Female,0,40, <=50K
84,11, Female,0,14, <=50K
46,13, Male,0,60, <=50K
67,14, Female,2009,40, <=50K
29,13, Male,0,40, >50K
33,11, Male,0,55, >50K
23,10, Male,0,42, <=50K
63,9, Male,0,55, >50K
55,9, Female,0,40, <=50K
42,15, Female,0,40, <=50K
17,7, Female,0,20, <=50K
60,3, Male,0,40, <=50K
31,8, Male,0,40, <=50K
28,4, Male,0,40, <=50K
31,5, Male,0,48, <=50K
65,13, Male,10605,40, >50K
31,13, Male,14084,50, >50K
61,9, Female,0,40, <=50K
43,15, Male,0,50, >50K
40,10, Female,0,49, <=50K
39,9, Male,0,40, <=50K
37,10, Female,0,27, <=50K
47,10, Male,0,40, <=50K
45,10, Male,0,65, >50K
30,9, Male,0,60, <=50K
30,15, Male,0,40, <=50K
49,10, Male,14084,44, >50K
51,9, Male,0,40, >50K
31,13, Female,0,72, >50K
48,13, Female,0,25, >50K
20,10, Female,0,30, <=50K
32,9, Male,3103,40, >50K
31,10, Female,0,40, <=50K
19,9, Male,0,25, <=50K
50,14, Female,0,35, <=50K
33,9, Male,0,50, <=50K
25,13, Male,0,20, <=50K
49,9, Male,0,40, <=50K
30,10, Male,0,40, <=50K
23,13, Male,0,40, <=50K
44,16, Female,15024,32, >50K
24,11, Male,0,5, <=50K
28,11, Female,0,45, <=50K
56,9, Female,0,40, <=50K
38,9, Female,0,38, <=50K
20,10, Female,2176,20, <=50K
82,9, Female,0,18, <=50K
52,13, Male,0,60, >50K
32,10, Male,0,40, <=50K
37,11, Female,0,32, <=50K
36,13, Male,0,40, >50K
39,13, Male,0,40, >50K
30,9, Male,3411,40, <=50K
49,9, Male,0,56, <=50K
40,11, Female,0,40, <=50K
42,7, Male,0,45, <=50K
35,13, Male,0,40, <=50K
39,9, Female,0,81, <=50K
32,11, Male,0,40, <=50K
22,7, Male,0,50, <=50K
53,10, Female,0,40, <=50K
25,9, Male,0,40, <=50K
17,6, Male,0,30, <=50K
44,9, Male,0,70, >50K
52,14, Male,0,40, >50K
42,9, Male,0,40, <=50K
34,7, Male,0,50, <=50K
27,10, Male,0,40, <=50K
37,9, Male,0,40, <=50K
39,14, Female,7688,38, >50K
26,9, Male,0,40, <=50K
48,14, Female,0,38, >50K
57,9, Female,0,28, <=50K
36,11, Male,0,48, <=50K
27,13, Female,0,40, <=50K
17,7, Male,0,15, <=50K
30,3, Male,0,40, <=50K
37,11, Female,0,48, >50K
31,13, Female,0,40, <=50K
23,12, Female,0,20, <=50K
32,6, Male,0,45, <=50K
58,9, Male,0,40, >50K
31,9, Female,0,8, <=50K
44,13, Male,0,40, >50K
39,13, Female,0,40, <=50K
59,9, Male,0,45, >50K
42,13, Male,0,48, >50K
45,9, Male,0,35, <=50K
20,9, Male,0,35, <=50K
35,9, Male,0,40, <=50K
50,12, Male,0,40, <=50K
56,9, Male,0,28, <=50K
48,11, Male,0,40, >50K
58,14, Female,0,15, <=50K
32,11, Male,0,50, <=50K
23,10, Female,0,12, <=50K
48,9, Male,0,40, <=50K
33,9, Male,0,70, <=50K
48,13, Female,0,45, <=50K
55,9, Female,2202,35, <=50K
40,11, Female,0,40, <=50K
50,10, Male,0,40, <=50K
52,6, Male,0,35, <=50K
19,9, Female,0,30, <=50K
55,6, Male,7688,50, >50K
36,15, Male,0,30, >50K
39,13, Female,0,40, >50K
22,10, Female,0,40, <=50K
44,13, Male,7688,50, >50K
34,9, Male,0,38, <=50K
33,10, Male,0,50, <=50K
55,14, Female,14084,40, >50K
35,14, Male,0,45, >50K
50,7, Female,0,40, <=50K
43,10, Female,0,40, <=50K
29,11, Male,0,40, <=50K
56,10, Male,0,40, <=50K
33,13, Male,99999,40, >50K
24,9, Male,0,50, <=50K
46,11, Female,0,40, <=50K
60,9, Female,15024,15, >50K
48,14, Male,0,40, <=50K
65,7, Male,0,35, <=50K
29,9, Male,0,40, <=50K
42,9, Male,0,43, <=50K
44,15, Male,0,50, >50K
73,10, Male,0,6, >50K
21,10, Female,0,50, <=50K
32,9, Male,0,55, >50K
43,14, Male,0,35, >50K
21,9, Male,0,32, <=50K
30,10, Male,0,20, <=50K
54,13, Male,0,48, <=50K
19,10, Female,0,15, <=50K
55,10, Female,0,37, <=50K
20,10, Female,0,28, <=50K
53,13, Male,0,40, <=50K
51,14, Male,0,55, >50K
33,9, Male,0,40, <=50K
62,10, Female,0,40, <=50K
24,9, Male,0,30, <=50K
17,5, Female,0,40, <=50K
26,10, Female,0,45, <=50K
36,9, Male,0,40, <=50K
32,6, Female,0,35, <=50K
58,16, Male,0,50, >50K
38,13, Male,0,40, >50K
72,9, Male,2346,40, <=50K
26,9, Female,0,40, <=50K
45,9, Female,0,38, <=50K
72,11, Female,0,30, <=50K
60,10, Male,15024,40, >50K
27,9, Male,0,50, <=50K
38,11, Male,0,48, >50K
37,10, Male,0,44, >50K
28,10, Male,0,40, <=50K
38,13, Male,0,40, >50K
29,9, Male,0,60, >50K
19,9, Female,0,40, <=50K
28,13, Male,0,25, <=50K
70,13, Female,0,7, <=50K
40,9, Male,0,50, >50K
26,11, Male,0,40, <=50K
43,12, Male,0,60, <=50K
29,10, Female,0,40, >50K
25,10, Male,0,40, <=50K
29,9, Male,0,40, >50K
60,2, Male,0,38, <=50K
31,13, Female,0,40, <=50K
51,4, Male,0,40, <=50K
18,10, Female,0,15, <=50K
36,13, Male,0,20, <=50K
35,13, Male,0,40, >50K
48,13, Male,0,38, >50K
78,4, Male,0,25, <=50K
72,13, Male,0,17, <=50K
24,10, Male,0,40, <=50K
58,7, Male,0,16, <=50K
36,7, Male,13550,40, >50K
48,10, Male,0,30, <=50K
28,9, Female,0,40, <=50K
26,14, Female,0,40, <=50K
29,13, Female,0,60, <=50K
47,3, Male,0,40, <=50K
50,13, Female,0,50, >50K
35,3, Male,0,40, <=50K
17,7, Male,0,20, <=50K
41,10, Male,0,48, >50K
37,9, Male,0,42, <=50K
35,9, Male,0,40, <=50K
56,4, Male,0,40, <=50K
23,10, Male,0,40, <=50K
33,12, Female,0,32, <=50K
79,9, Male,0,40, >50K
28,13, Male,0,40, <=50K
55,7, Female,0,20, <=50K
59,14, Male,0,50, <=50K
22,13, Female,0,40, <=50K
19,7, Female,0,19, <=50K
41,3, Male,0,35, <=50K
32,11, Male,0,40, <=50K
67,4, Male,2414,40, <=50K
45,9, Female,0,35, <=50K
61,3, Female,0,45, <=50K
34,13, Female,0,40, <=50K
43,11, Male,0,40, <=50K
38,13, Male,7298,50, >50K
35,16, Male,0,60, <=50K
65,9, Male,0,20, <=50K
24,13, Male,0,55, >50K
37,9, Male,0,40, <=50K
34,10, Male,0,50, <=50K
42,9, Male,0,60, >50K
18,4, Female,0,40, <=50K
43,10, Female,0,15, <=50K
31,10, Male,0,40, >50K
19,10, Female,0,20, <=50K
40,10, Male,0,50, <=50K
32,13, Male,0,40, <=50K
47,10, Male,0,40, >50K
32,10, Male,0,40, <=50K
46,16, Male,0,35, <=50K
40,13, Male,0,65, >50K
36,13, Male,0,35, <=50K
33,11, Male,0,36, <=50K
23,3, Male,0,35, <=50K
21,6, Male,0,40, <=50K
40,9, Female,0,32, <=50K
53,16, Male,0,50, >50K
20,10, Male,0,15, <=50K
53,10, Male,0,72, <=50K
58,5, Male,0,60, <=50K
51,9, Male,0,55, >50K
31,9, Male,0,65, <=50K
35,9, Male,0,40, <=50K
23,7, Male,0,40, <=50K
31,10, Female,0,35, <=50K
21,10, Female,0,35, <=50K
39,14, Male,0,55, >50K
36,15, Female,15024,45, >50K
51,6, Male,0,40, >50K
18,7, Male,0,12, <=50K
32,10, Male,0,48, <=50K
56,13, Female,0,32, <=50K
35,12, Male,0,40, <=50K
63,8, Female,0,40, <=50K
61,9, Male,0,50, >50K
23,10, Male,0,40, <=50K
52,14, Male,0,50, >50K
19,9, Male,0,50, <=50K
33,14, Male,0,50, >50K
35,13, Male,0,50, <=50K
35,9, Female,0,60, >50K
38,15, Female,0,40, <=50K
23,13, Female,0,60, <=50K
22,11, Male,0,60, <=50K
20,9, Male,0,40, <=50K
19,9, Male,0,40, <=50K
47,9, Male,0,40, >50K
59,7, Male,0,40, <=50K
38,9, Female,0,40, <=50K
36,9, Male,0,50, <=50K
27,3, Male,0,40, <=50K
24,11, Male,0,40, <=50K
35,9, Female,0,35, <=50K
22,10, Male,0,39, <=50K
37,9, Male,0,52, <=50K
36,9, Male,7298,40, >50K
28,9, Female,0,25, <=50K
55,9, Female,0,50, <=50K
29,3, Female,0,40, <=50K
32,13, Male,0,44, <=50K
66,10, Female,0,35, <=50K
47,10, Male,0,45, <=50K
23,13, Female,0,40, <=50K
50,14, Female,0,45, <=50K
40,9, Male,0,84, <=50K
51,9, Female,0,40, <=50K
34,9, Female,0,45, <=50K
28,13, Female,0,40, <=50K
52,16, Male,0,70, >50K
39,9, Male,3103,60, >50K
43,13, Male,0,40, >50K
36,13, Female,0,35, >50K
25,13, Female,0,15, <=50K
42,10, Female,0,38, <=50K
35,10, Male,0,40, <=50K
43,14, Male,7688,53, >50K
34,9, Male,0,40, <=50K
50,13, Male,0,38, >50K
30,10, Male,0,60, <=50K
44,14, Male,0,44, >50K
52,11, Male,0,40, <=50K
35,12, Male,0,60, <=50K
36,11, Male,0,40, >50K
30,13, Female,0,52, <=50K
36,13, Male,15024,45, >50K
39,13, Female,0,40, <=50K
25,2, Male,0,96, <=50K
26,13, Male,0,40, <=50K
20,9, Female,0,20, <=50K
20,10, Male,0,40, <=50K
70,3, Male,0,20, <=50K
26,9, Male,0,50, <=50K
24,10, Female,0,35, <=50K
48,13, Male,0,40, >50K
62,9, Female,0,99, <=50K
48,9, Male,0,40, <=50K
52,13, Male,0,40, >50K
25,13, Male,0,44, <=50K
58,3, Male,0,40, <=50K
40,13, Female,0,45, <=50K
29,10, Female,0,40, <=50K
45,4, Male,0,52, <=50K
19,10, Female,0,20, <=50K
37,7, Male,0,40, <=50K
23,7, Male,0,40, <=50K
31,9, Male,0,60, <=50K
64,4, Male,0,20, <=50K
28,10, Female,0,16, <=50K
32,9, Male,0,40, <=50K
49,10, Female,0,44, <=50K
35,10, Female,0,40, >50K
19,10, Female,0,35, <=50K
45,16, Male,0,45, >50K
39,8, Male,15024,70, >50K
55,10, Female,0,45, <=50K
46,13, Female,0,60, >50K
19,10, Female,0,16, <=50K
29,9, Female,0,40, <=50K
25,9, Male,0,35, <=50K
37,13, Female,0,40, <=50K
30,9, Male,0,40, <=50K
28,9, Male,0,40, <=50K
36,10, Female,6497,56, <=50K
32,10, Female,0,35, <=50K
34,7, Male,0,40, <=50K
34,9, Female,0,36, <=50K
20,10, Female,0,40, <=50K
27,14, Male,0,40, <=50K
36,9, Female,0,40, <=50K
35,10, Male,0,40, <=50K
37,9, Male,0,35, <=50K
32,9, Male,0,50, <=50K
32,14, Female,0,20, <=50K
52,9, Female,0,48, <=50K
50,10, Male,0,40, >50K
23,9, Female,0,30, <=50K
25,9, Male,0,45, <=50K
21,1, Male,0,50, <=50K
31,9, Female,0,32, <=50K
31,10, Female,0,30, <=50K
41,11, Male,0,40, <=50K
47,10, Male,0,60, <=50K
20,10, Female,0,10, <=50K
20,10, Female,0,45, <=50K
29,6, Female,0,25, <=50K
51,10, Female,0,40, <=50K
30,13, Female,0,33, >50K
23,10, Female,0,12, <=50K
48,13, Male,0,35, >50K
39,9, Male,14344,40, >50K
62,13, Male,0,35, <=50K
22,13, Male,0,30, <=50K
46,13, Male,7688,40, >50K
51,14, Male,0,35, >50K
20,9, Female,0,32, <=50K
40,12, Male,15024,50, >50K
31,13, Male,0,40, <=50K
30,10, Male,0,40, <=50K
52,9, Female,0,38, <=50K
20,9, Female,0,40, <=50K
37,11, Male,0,40, >50K
65,13, Female,0,40, <=50K
40,13, Male,4650,40, <=50K
60,13, Male,7298,48, >50K
27,9, Male,0,35, <=50K
62,13, Male,0,60, >50K
53,9, Female,0,35, <=50K
38,13, Male,0,50, >50K
49,11, Male,0,40, <=50K
21,9, Male,0,40, <=50K
18,10, Male,0,40, <=50K
25,13, Male,0,40, <=50K
36,7, Male,0,40, <=50K
52,9, Male,0,55, >50K
19,10, Male,0,14, <=50K
23,13, Female,0,40, <=50K
63,13, Male,0,15, <=50K
63,11, Male,0,45, <=50K
62,13, Male,99999,40, >50K
51,12, Male,3103,30, >50K
76,10, Female,0,30, <=50K
50,9, Male,5013,45, <=50K
45,9, Male,0,50, >50K
44,10, Male,0,45, >50K
51,4, Male,0,40, <=50K
42,13, Male,4650,35, <=50K
43,14, Male,0,40, >50K
53,7, Male,0,40, <=50K
29,11, Male,0,40, <=50K
41,10, Male,0,40, <=50K
44,9, Male,0,40, <=50K
35,6, Female,0,40, <=50K
27,9, Male,0,40, <=50K
35,10, Male,0,50, <=50K
60,11, Female,0,30, <=50K
49,10, Male,14344,45, >50K
33,13, Male,0,45, <=50K
35,13, Male,0,40, >50K
31,10, Male,0,38, <=50K
54,9, Male,7298,60, >50K
57,16, Male,0,35, <=50K
30,5, Male,0,45, <=50K
45,6, Male,0,40, <=50K
41,10, Male,7298,42, >50K
25,13, Male,0,18, <=50K
51,10, Male,0,40, >50K
42,3, Male,0,40, <=50K
28,11, Male,0,45, <=50K
47,6, Female,0,20, <=50K
53,13, Male,0,40, <=50K
31,13, Female,13550,50, >50K
46,7, Male,7688,40, >50K
25,9, Female,0,40, <=50K
47,9, Male,0,40, <=50K
26,13, Male,0,50, <=50K
30,9, Male,0,40, <=50K
48,9, Male,0,40, <=50K
22,10, Male,0,40, <=50K
32,10, Male,0,30, <=50K
33,16, Male,0,45, >50K
31,9, Male,0,40, <=50K
43,10, Female,0,20, >50K
26,11, Female,0,40, <=50K
34,9, Male,0,40, <=50K
50,13, Female,0,40, >50K
30,9, Female,0,40, <=50K
17,7, Male,0,20, <=50K
35,14, Female,0,40, <=50K
29,10, Male,0,40, <=50K
27,12, Male,4064,40, <=50K
32,13, Male,0,40, <=50K
34,13, Male,0,40, >50K
32,9, Female,0,40, <=50K
47,10, Female,0,40, <=50K
40,10, Female,0,40, <=50K
26,11, Female,0,40, <=50K
30,9, Female,0,40, <=50K
54,9, Male,0,40, <=50K
53,13, Male,0,55, >50K
38,13, Male,0,40, >50K
43,4, Male,0,40, <=50K
25,10, Male,0,20, <=50K
39,9, Male,0,40, <=50K
57,9, Male,0,25, >50K
47,9, Male,0,34, <=50K
45,9, Female,0,35, <=50K
24,13, Male,0,40, <=50K
32,6, Male,0,40, <=50K
25,10, Male,0,35, <=50K
57,3, Female,0,40, <=50K
28,13, Female,0,24, >50K
28,9, Male,0,51, <=50K
27,13, Female,0,55, <=50K
28,13, Female,0,20, <=50K
74,2, Male,0,40, <=50K
44,9, Male,0,42, <=50K
27,9, Male,0,45, <=50K
61,13, Male,0,40, <=50K
25,7, Male,0,99, <=50K
28,5, Female,0,24, <=50K
20,10, Male,0,40, <=50K
33,11, Male,0,40, <=50K
38,9, Male,0,40, <=50K
31,9, Female,0,25, <=50K
40,14, Female,0,45, >50K
43,10, Male,0,55, >50K
38,14, Male,0,60, >50K
19,10, Male,0,30, <=50K
56,12, Male,0,50, <=50K
38,14, Male,0,45, >50K
30,13, Female,0,4, <=50K
22,9, Female,4508,40, <=50K
18,9, Male,0,25, <=50K
68,10, Female,0,20, <=50K
35,11, Male,0,50, <=50K
42,4, Female,0,48, <=50K
32,6, Male,0,40, <=50K
43,10, Female,0,40, >50K
30,6, Female,0,40, <=50K
62,10, Male,2829,24, <=50K
38,11, Male,0,40, <=50K
27,9, Male,0,40, <=50K
28,16, Female,0,60, >50K
26,11, Male,0,40, <=50K
21,10, Male,0,20, <=50K
19,9, Male,0,40, <=50K
20,10, Male,0,30, <=50K
25,13, Male,0,40, <=50K
28,10, Male,0,50, <=50K
36,11, Male,0,42, >50K
23,13, Male,0,40, <=50K
24,13, Female,0,50, <=50K
23,9, Female,0,40, <=50K
24,13, Female,0,20, <=50K
25,9, Male,0,8, <=50K
24,9, Male,0,40, <=50K
30,9, Male,0,62, <=50K
26,13, Female,0,45, <=50K
62,14, Male,0,50, <=50K
36,10, Female,0,33, <=50K
45,9, Male,0,40, <=50K
31,12, Female,0,45, <=50K
34,9, Male,0,48, <=50K
65,13, Male,0,44, >50K
42,11, Female,0,40, <=50K
27,15, Male,0,70, <=50K
40,10, Female,0,40, <=50K
53,10, Male,0,40, >50K
54,9, Male,0,50, >50K
30,13, Male,0,35, <=50K
59,9, Male,0,45, >50K
42,9, Male,0,55, <=50K
23,9, Female,0,40, <=50K
28,13, Female,0,15, <=50K
20,9, Male,0,40, <=50K
22,10, Female,0,20, <=50K
73,13, Male,0,30, <=50K
47,10, Male,0,40, >50K
44,10, Male,0,40, <=50K
40,8, Male,0,40, <=50K
37,11, Female,0,37, >50K
39,9, Male,0,50, <=50K
49,10, Male,7688,40, >50K
44,10, Male,0,45, <=50K
27,5, Female,0,37, <=50K
50,9, Male,0,40, <=50K
39,13, Male,0,40, >50K
41,9, Female,0,40, <=50K
55,13, Male,0,40, >50K
53,2, Male,0,35, <=50K
53,14, Female,0,50, <=50K
31,14, Male,0,70, >50K
21,9, Male,0,40, <=50K
30,9, Male,0,40, <=50K
74,9, Female,0,10, <=50K
53,14, Female,0,60, >50K
47,10, Male,0,47, <=50K
60,13, Female,0,40, >50K
59,5, Female,0,40, <=50K
37,13, Male,0,48, >50K
47,13, Male,0,40, <=50K
49,5, Male,0,40, <=50K
73,10, Female,0,11, <=50K
58,9, Female,0,20, <=50K
18,7, Male,0,15, <=50K
35,10, Male,0,40, <=50K
24,10, Female,0,50, <=50K
62,9, Female,0,38, <=50K
58,9, Female,0,40, <=50K
51,10, Male,15024,40, >50K
21,9, Male,0,40, <=50K
30,13, Male,0,40, <=50K
27,11, Female,0,36, <=50K
25,13, Male,5178,40, >50K
31,9, Male,0,45, <=50K
31,9, Female,0,34, <=50K
44,10, Male,5178,50, >50K
52,16, Male,99999,65, >50K
30,12, Male,0,40, <=50K
29,9, Male,0,40, <=50K
36,7, Male,0,40, <=50K
54,13, Male,0,50, <=50K
59,10, Male,0,40, >50K
55,10, Male,0,45, <=50K
70,11, Male,0,30, <=50K
22,12, Female,0,20, <=50K
42,9, Female,0,40, <=50K
36,12, Female,0,40, <=50K
32,13, Male,0,40, >50K
44,4, Male,0,40, <=50K
22,9, Male,0,45, <=50K
25,7, Male,0,40, <=50K
31,9, Male,0,50, <=50K
33,9, Male,0,40, <=50K
54,12, Male,0,50, >50K
42,9, Male,0,48, <=50K
49,9, Male,0,44, <=50K
30,9, Male,0,44, <=50K
54,9, Female,0,45, <=50K
39,10, Male,0,40, <=50K
24,10, Male,0,40, <=50K
21,9, Female,0,44, <=50K
23,5, Female,0,30, <=50K
54,9, Female,0,42, <=50K
